id_cliente,nome,cidade,estado,segmento,data_cadastro
440,Cliente 0440,Natal,RN,Atacado,2025-12-26
441,Cliente 0441,Goiânia,GO,Atacado,2025-05-08
442,Cliente 0442,Fortaleza,CE,Corporativo,2025-05-07
443,Cliente 0443,Porto Alegre,RS,Serviços,2025-09-08
444,Cliente 0444,Fortaleza,CE,Corporativo,2025-11-18
445,Cliente 0445,Aracaju,SE,Serviços,2025-08-20
446,Cliente 0446,Salvador,BA,Varejo,2025-07-26
447,Cliente 0447,Rio de Janeiro,RJ,Corporativo,2025-12-22
448,Cliente 0448,Brasília,DF,Corporativo,2025-08-21
449,Cliente 0449,São Paulo,SP,Corporativo,2025-10-25
450,Cliente 0450,Recife,PE,Varejo,2025-08-23
451,Cliente 0451,Curitiba,PR,Corporativo,2025-02-02
452,Cliente 0452,Porto Alegre,RS,Serviços,2025-04-22
453,Cliente 0453,Aracaju,SE,Atacado,2025-09-11
454,Cliente 0454,Natal,RN,Corporativo,2025-05-26
455,Cliente 0455,Maceió,AL,Atacado,2025-10-17
456,Cliente 0456,Goiânia,GO,Serviços,2025-06-25
457,Cliente 0457,Brasília,DF,Varejo,2025-01-24
458,Cliente 0458,Salvador,BA,Serviços,2025-01-09
459,Cliente 0459,Salvador,BA,Atacado,2025-08-14
460,Cliente 0460,São Paulo,SP,Varejo,2025-08-08
461,Cliente 0461,João Pessoa,PB,Atacado,2025-11-29
462,Cliente 0462,Natal,RN,Atacado,2025-05-21
463,Cliente 0463,Salvador,BA,Corporativo,2025-05-09
464,Cliente 0464,Salvador,BA,Corporativo,2025-12-07
465,Cliente 0465,Brasília,DF,Atacado,2025-01-27
466,Cliente 0466,Aracaju,SE,Corporativo,2025-12-25
467,Cliente 0467,Porto Alegre,RS,Atacado,2025-08-08
468,Cliente 0468,Curitiba,PR,Varejo,2025-12-27
469,Cliente 0469,Salvador,BA,Varejo,2025-04-20
470,Cliente 0470,São Paulo,SP,Varejo,2025-03-09
471,Cliente 0471,Belo Horizonte,MG,Atacado,2025-09-23
472,Cliente 0472,Curitiba,PR,Serviços,2025-01-05
473,Cliente 0473,Recife,PE,Corporativo,2025-03-03
474,Cliente 0474,Goiânia,GO,Serviços,2025-12-22
475,Cliente 0475,Fortaleza,CE,Serviços,2025-02-06
476,Cliente 0476,João Pessoa,PB,Serviços,2025-02-15
477,Cliente 0477,Florianópolis,SC,Varejo,2025-02-22
478,Cliente 0478,Maceió,AL,Corporativo,2025-06-03
479,Cliente 0479,Fortaleza,CE,Serviços,2025-03-10
480,Cliente 0480,Curitiba,PR,Atacado,2025-02-05
481,Cliente 0481,Rio de Janeiro,RJ,Varejo,2025-11-09
482,Cliente 0482,Curitiba,PR,Atacado,2025-08-14
483,Cliente 0483,Maceió,AL,Atacado,2025-11-18
484,Cliente 0484,Florianópolis,SC,Atacado,2025-07-30
485,Cliente 0485,Belo Horizonte,MG,Serviços,2025-04-22
486,Cliente 0486,Salvador,BA,Varejo,2025-03-13
487,Cliente 0487,Porto Alegre,RS,Varejo,2025-10-29
488,Cliente 0488,Florianópolis,SC,Serviços,2025-06-29
489,Cliente 0489,Aracaju,SE,Corporativo,2025-03-13
490,Cliente 0490,João Pessoa,PB,Corporativo,2025-11-27
491,Cliente 0491,Salvador,BA,Atacado,2025-10-11
492,Cliente 0492,Belo Horizonte,MG,Corporativo,2025-12-20
493,Cliente 0493,Recife,PE,Corporativo,2025-04-16
494,Cliente 0494,Rio de Janeiro,RJ,Atacado,2025-07-20
495,Cliente 0495,Natal,RN,Varejo,2025-05-03
496,Cliente 0496,São Paulo,SP,Serviços,2025-02-27
497,Cliente 0497,João Pessoa,PB,Serviços,2025-11-23
498,Cliente 0498,Belo Horizonte,MG,Varejo,2025-09-28
499,Cliente 0499,Brasília,DF,Varejo,2025-07-04
500,Cliente 0500,Brasília,DF,Corporativo,2025-03-09
501,Cliente 0501,Aracaju,SE,Serviços,2025-07-07
502,Cliente 0502,Rio de Janeiro,RJ,Atacado,2025-08-30
503,Cliente 0503,Porto Alegre,RS,Varejo,2025-01-09
504,Cliente 0504,Belo Horizonte,MG,Varejo,2025-01-08
505,Cliente 0505,Natal,RN,Atacado,2025-01-21
506,Cliente 0506,Brasília,DF,Varejo,2025-07-23
507,Cliente 0507,Rio de Janeiro,RJ,Corporativo,2025-11-18
508,Cliente 0508,Florianópolis,SC,Serviços,2025-08-05
509,Cliente 0509,Florianópolis,SC,Serviços,2025-02-12
510,Cliente 0510,Curitiba,PR,Atacado,2025-05-23
511,Cliente 0511,Salvador,BA,Corporativo,2025-02-10
512,Cliente 0512,Rio de Janeiro,RJ,Atacado,2025-03-21
513,Cliente 0513,Rio de Janeiro,RJ,Corporativo,2025-07-20
514,Cliente 0514,Belo Horizonte,MG,Varejo,2025-06-08
515,Cliente 0515,Florianópolis,SC,Serviços,2025-05-03
516,Cliente 0516,Recife,PE,Atacado,2025-02-14
517,Cliente 0517,Brasília,DF,Serviços,2025-03-01
518,Cliente 0518,São Paulo,SP,Varejo,2025-06-08
519,Cliente 0519,Curitiba,PR,Atacado,2025-03-03
520,Cliente 0520,Recife,PE,Atacado,2025-12-26
521,Cliente 0521,Recife,PE,Atacado,2025-09-12
522,Cliente 0522,Maceió,AL,Corporativo,2025-03-27
523,Cliente 0523,Maceió,AL,Atacado,2025-05-18
524,Cliente 0524,Florianópolis,SC,Varejo,2025-01-16
525,Cliente 0525,Maceió,AL,Serviços,2025-05-20
526,Cliente 0526,Rio de Janeiro,RJ,Varejo,2025-05-15
527,Cliente 0527,Florianópolis,SC,Varejo,2025-09-12
528,Cliente 0528,São Paulo,SP,Corporativo,2025-01-29
529,Cliente 0529,São Paulo,SP,Atacado,2025-07-08
530,Cliente 0530,Fortaleza,CE,Corporativo,2025-02-22
531,Cliente 0531,Brasília,DF,Varejo,2025-04-27
532,Cliente 0532,Florianópolis,SC,Varejo,2025-01-23
533,Cliente 0533,Goiânia,GO,Varejo,2025-05-06
534,Cliente 0534,Recife,PE,Serviços,2025-07-06
535,Cliente 0535,Aracaju,SE,Atacado,2025-04-02
536,Cliente 0536,Brasília,DF,Varejo,2025-10-11
537,Cliente 0537,Porto Alegre,RS,Serviços,2025-04-25
538,Cliente 0538,Maceió,AL,Atacado,2025-08-02
539,Cliente 0539,Brasília,DF,Corporativo,2025-05-19
540,Cliente 0540,Goiânia,GO,Varejo,2025-10-20
541,Cliente 0541,Maceió,AL,Varejo,2025-09-15
542,Cliente 0542,Curitiba,PR,Varejo,2025-04-02
543,Cliente 0543,João Pessoa,PB,Varejo,2025-07-25
544,Cliente 0544,Salvador,BA,Serviços,2025-05-25
545,Cliente 0545,Porto Alegre,RS,Corporativo,2025-06-17
546,Cliente 0546,Salvador,BA,Serviços,2025-01-05
547,Cliente 0547,Maceió,AL,Atacado,2025-05-30
548,Cliente 0548,Belo Horizonte,MG,Corporativo,2025-11-15
549,Cliente 0549,João Pessoa,PB,Serviços,2025-07-08
550,Cliente 0550,Belo Horizonte,MG,Serviços,2025-04-11
551,Cliente 0551,Florianópolis,SC,Atacado,2025-03-19
552,Cliente 0552,Recife,PE,Serviços,2025-01-13
553,Cliente 0553,João Pessoa,PB,Corporativo,2025-11-22
554,Cliente 0554,Goiânia,GO,Varejo,2025-06-21
555,Cliente 0555,Recife,PE,Serviços,2025-06-07
556,Cliente 0556,Salvador,BA,Atacado,2025-09-29
557,Cliente 0557,João Pessoa,PB,Serviços,2025-09-09
558,Cliente 0558,Recife,PE,Atacado,2025-12-31
559,Cliente 0559,Natal,RN,Varejo,2025-01-23
560,Cliente 0560,Brasília,DF,Atacado,2025-09-24
561,Cliente 0561,Aracaju,SE,Corporativo,2025-08-23
562,Cliente 0562,Florianópolis,SC,Varejo,2025-10-25
563,Cliente 0563,Salvador,BA,Atacado,2025-11-23
564,Cliente 0564,Goiânia,GO,Serviços,2025-02-08
565,Cliente 0565,Belo Horizonte,MG,Varejo,2025-08-11
566,Cliente 0566,Curitiba,PR,Atacado,2025-05-02
567,Cliente 0567,Natal,RN,Corporativo,2025-06-11
568,Cliente 0568,Brasília,DF,Serviços,2025-12-25
569,Cliente 0569,Goiânia,GO,Corporativo,2025-06-12
570,Cliente 0570,São Paulo,SP,Corporativo,2025-04-30
571,Cliente 0571,Salvador,BA,Atacado,2025-03-11
572,Cliente 0572,Porto Alegre,RS,Varejo,2025-03-21
573,Cliente 0573,Salvador,BA,Atacado,2025-08-19
574,Cliente 0574,São Paulo,SP,Corporativo,2025-07-28
575,Cliente 0575,Salvador,BA,Corporativo,2025-04-17
576,Cliente 0576,São Paulo,SP,Corporativo,2025-08-26
577,Cliente 0577,Natal,RN,Varejo,2025-02-16
578,Cliente 0578,Fortaleza,CE,Corporativo,2025-12-27
579,Cliente 0579,Florianópolis,SC,Varejo,2025-04-21
580,Cliente 0580,Goiânia,GO,Corporativo,2025-03-17
581,Cliente 0581,Salvador,BA,Atacado,2025-07-02
582,Cliente 0582,Aracaju,SE,Varejo,2025-12-13
583,Cliente 0583,Natal,RN,Corporativo,2025-03-31
584,Cliente 0584,Recife,PE,Serviços,2025-08-20
585,Cliente 0585,Rio de Janeiro,RJ,Atacado,2025-02-18
586,Cliente 0586,São Paulo,SP,Varejo,2025-03-13
587,Cliente 0587,Salvador,BA,Varejo,2025-02-01
588,Cliente 0588,Goiânia,GO,Atacado,2025-03-08
589,Cliente 0589,João Pessoa,PB,Serviços,2025-07-10
590,Cliente 0590,Curitiba,PR,Varejo,2025-10-26
591,Cliente 0591,Belo Horizonte,MG,Corporativo,2025-02-08
592,Cliente 0592,Recife,PE,Varejo,2025-04-12
593,Cliente 0593,Brasília,DF,Serviços,2025-03-07
594,Cliente 0594,Salvador,BA,Corporativo,2025-03-04
595,Cliente 0595,Recife,PE,Serviços,2025-01-26
596,Cliente 0596,Fortaleza,CE,Serviços,2025-07-22
597,Cliente 0597,São Paulo,SP,Varejo,2025-07-15
598,Cliente 0598,Curitiba,PR,Serviços,2025-03-30
599,Cliente 0599,Maceió,AL,Atacado,2025-04-06
600,Cliente 0600,Natal,RN,Corporativo,2025-08-17
601,Cliente 0601,Brasília,DF,Atacado,2025-01-18
602,Cliente 0602,Belo Horizonte,MG,Atacado,2025-11-28
603,Cliente 0603,Natal,RN,Serviços,2025-07-30
604,Cliente 0604,Brasília,DF,Serviços,2025-02-01
605,Cliente 0605,Salvador,BA,Corporativo,2025-07-16
606,Cliente 0606,Fortaleza,CE,Serviços,2025-04-13
607,Cliente 0607,Curitiba,PR,Atacado,2025-11-19
608,Cliente 0608,Porto Alegre,RS,Varejo,2025-07-15
609,Cliente 0609,Porto Alegre,RS,Corporativo,2025-09-03
610,Cliente 0610,Rio de Janeiro,RJ,Serviços,2025-06-26
611,Cliente 0611,Brasília,DF,Corporativo,2025-07-18
612,Cliente 0612,Natal,RN,Atacado,2025-01-14
613,Cliente 0613,Maceió,AL,Atacado,2025-01-16
614,Cliente 0614,Brasília,DF,Corporativo,2025-01-30
615,Cliente 0615,Porto Alegre,RS,Serviços,2025-09-29
616,Cliente 0616,Maceió,AL,Atacado,2025-03-23
617,Cliente 0617,Salvador,BA,Atacado,2025-12-03
618,Cliente 0618,João Pessoa,PB,Corporativo,2025-10-01
619,Cliente 0619,Goiânia,GO,Varejo,2025-04-23
620,Cliente 0620,Belo Horizonte,MG,Serviços,2025-07-01
621,Cliente 0621,Brasília,DF,Atacado,2025-04-01
622,Cliente 0622,João Pessoa,PB,Corporativo,2025-12-24
623,Cliente 0623,Maceió,AL,Varejo,2025-12-27
624,Cliente 0624,Florianópolis,SC,Corporativo,2025-10-18
625,Cliente 0625,Belo Horizonte,MG,Atacado,2025-10-16
626,Cliente 0626,João Pessoa,PB,Serviços,2025-10-05
627,Cliente 0627,Natal,RN,Atacado,2025-09-09
628,Cliente 0628,Recife,PE,Varejo,2025-01-29
629,Cliente 0629,João Pessoa,PB,Atacado,2025-01-11
630,Cliente 0630,Rio de Janeiro,RJ,Serviços,2025-01-01
631,Cliente 0631,Maceió,AL,Atacado,2025-03-08
632,Cliente 0632,Maceió,AL,Atacado,2025-06-15
633,Cliente 0633,Recife,PE,Varejo,2025-03-17
634,Cliente 0634,Belo Horizonte,MG,Atacado,2025-02-26
635,Cliente 0635,Goiânia,GO,Corporativo,2025-02-07
636,Cliente 0636,Maceió,AL,Serviços,2025-10-28
637,Cliente 0637,Salvador,BA,Corporativo,2025-06-04
638,Cliente 0638,Maceió,AL,Atacado,2025-03-22
639,Cliente 0639,Florianópolis,SC,Serviços,2025-11-24
640,Cliente 0640,São Paulo,SP,Corporativo,2025-03-31
641,Cliente 0641,Florianópolis,SC,Corporativo,2025-04-25
642,Cliente 0642,Curitiba,PR,Atacado,2025-07-13
643,Cliente 0643,Natal,RN,Corporativo,2025-03-07
644,Cliente 0644,Fortaleza,CE,Varejo,2025-12-26
645,Cliente 0645,Belo Horizonte,MG,Serviços,2025-10-18
646,Cliente 0646,Recife,PE,Atacado,2025-11-05
647,Cliente 0647,Maceió,AL,Atacado,2025-11-24
648,Cliente 0648,Belo Horizonte,MG,Varejo,2025-09-12
649,Cliente 0649,Fortaleza,CE,Corporativo,2025-02-09
650,Cliente 0650,João Pessoa,PB,Corporativo,2025-06-13
651,Cliente 0651,Fortaleza,CE,Varejo,2025-12-29
652,Cliente 0652,Curitiba,PR,Corporativo,2025-08-17
653,Cliente 0653,Recife,PE,Corporativo,2025-04-18
654,Cliente 0654,João Pessoa,PB,Varejo,2025-06-29
655,Cliente 0655,Natal,RN,Varejo,2025-01-01
656,Cliente 0656,Recife,PE,Serviços,2025-08-13
657,Cliente 0657,Florianópolis,SC,Serviços,2025-03-27
658,Cliente 0658,Brasília,DF,Serviços,2025-09-10
659,Cliente 0659,Brasília,DF,Serviços,2025-06-29
660,Cliente 0660,Rio de Janeiro,RJ,Serviços,2025-02-21
661,Cliente 0661,Goiânia,GO,Serviços,2025-10-23
662,Cliente 0662,Curitiba,PR,Atacado,2025-03-25
663,Cliente 0663,São Paulo,SP,Varejo,2025-01-18
664,Cliente 0664,Natal,RN,Varejo,2025-06-13
665,Cliente 0665,Natal,RN,Varejo,2025-02-07
666,Cliente 0666,Maceió,AL,Atacado,2025-07-12
667,Cliente 0667,Fortaleza,CE,Varejo,2025-10-08
668,Cliente 0668,Brasília,DF,Varejo,2025-06-23
669,Cliente 0669,Belo Horizonte,MG,Serviços,2025-12-27
670,Cliente 0670,Recife,PE,Serviços,2025-12-01
671,Cliente 0671,Fortaleza,CE,Serviços,2025-03-22
672,Cliente 0672,Recife,PE,Varejo,2025-06-19
673,Cliente 0673,João Pessoa,PB,Atacado,2025-07-29
674,Cliente 0674,Florianópolis,SC,Corporativo,2025-12-05
675,Cliente 0675,Natal,RN,Corporativo,2025-05-02
676,Cliente 0676,Salvador,BA,Varejo,2025-07-21
677,Cliente 0677,Belo Horizonte,MG,Serviços,2025-03-20
678,Cliente 0678,Recife,PE,Corporativo,2025-01-02
679,Cliente 0679,Aracaju,SE,Varejo,2025-05-31
680,Cliente 0680,Goiânia,GO,Serviços,2025-04-13
681,Cliente 0681,Salvador,BA,Varejo,2025-04-16
682,Cliente 0682,Fortaleza,CE,Corporativo,2025-02-11
683,Cliente 0683,São Paulo,SP,Varejo,2025-06-07
684,Cliente 0684,Porto Alegre,RS,Serviços,2025-08-30
685,Cliente 0685,São Paulo,SP,Corporativo,2025-02-16
686,Cliente 0686,Curitiba,PR,Serviços,2025-04-05
687,Cliente 0687,Maceió,AL,Serviços,2025-07-09
688,Cliente 0688,Fortaleza,CE,Serviços,2025-01-23
689,Cliente 0689,Natal,RN,Serviços,2025-08-27
690,Cliente 0690,Natal,RN,Atacado,2025-05-18
691,Cliente 0691,Belo Horizonte,MG,Varejo,2025-03-19
692,Cliente 0692,Porto Alegre,RS,Varejo,2025-02-13
693,Cliente 0693,Curitiba,PR,Corporativo,2025-10-05
694,Cliente 0694,Aracaju,SE,Atacado,2025-10-11
695,Cliente 0695,Recife,PE,Serviços,2025-09-25
696,Cliente 0696,Aracaju,SE,Serviços,2025-10-21
697,Cliente 0697,Brasília,DF,Atacado,2025-09-01
698,Cliente 0698,Natal,RN,Varejo,2025-07-22
699,Cliente 0699,Brasília,DF,Varejo,2025-09-15
700,Cliente 0700,Belo Horizonte,MG,Atacado,2025-03-03
701,Cliente 0701,Porto Alegre,RS,Serviços,2025-03-30
702,Cliente 0702,Fortaleza,CE,Atacado,2025-04-09
703,Cliente 0703,Fortaleza,CE,Varejo,2025-08-05
704,Cliente 0704,Salvador,BA,Serviços,2025-04-14
705,Cliente 0705,Goiânia,GO,Atacado,2025-11-01
706,Cliente 0706,Natal,RN,Corporativo,2025-02-04
707,Cliente 0707,Salvador,BA,Serviços,2025-10-12
708,Cliente 0708,Aracaju,SE,Corporativo,2025-05-22
709,Cliente 0709,Rio de Janeiro,RJ,Serviços,2025-01-07
710,Cliente 0710,Porto Alegre,RS,Serviços,2025-02-27
711,Cliente 0711,Aracaju,SE,Atacado,2025-03-17
712,Cliente 0712,Belo Horizonte,MG,Varejo,2025-02-24
713,Cliente 0713,Belo Horizonte,MG,Varejo,2025-05-27
714,Cliente 0714,Goiânia,GO,Corporativo,2025-07-30
715,Cliente 0715,Natal,RN,Serviços,2025-12-02
716,Cliente 0716,São Paulo,SP,Serviços,2025-01-20
717,Cliente 0717,Fortaleza,CE,Corporativo,2025-07-26
718,Cliente 0718,Fortaleza,CE,Serviços,2025-01-20
719,Cliente 0719,Aracaju,SE,Corporativo,2025-12-20
720,Cliente 0720,João Pessoa,PB,Varejo,2025-09-01
721,Cliente 0721,Brasília,DF,Corporativo,2025-07-10
722,Cliente 0722,Recife,PE,Corporativo,2025-06-05
723,Cliente 0723,Natal,RN,Corporativo,2025-09-09
724,Cliente 0724,Goiânia,GO,Varejo,2025-04-27
725,Cliente 0725,Fortaleza,CE,Corporativo,2025-08-15
726,Cliente 0726,Porto Alegre,RS,Corporativo,2025-05-18
727,Cliente 0727,Florianópolis,SC,Serviços,2025-11-06
728,Cliente 0728,Curitiba,PR,Varejo,2025-04-07
729,Cliente 0729,São Paulo,SP,Atacado,2025-07-28
730,Cliente 0730,Florianópolis,SC,Serviços,2025-09-22
731,Cliente 0731,Goiânia,GO,Corporativo,2025-01-29
732,Cliente 0732,Rio de Janeiro,RJ,Atacado,2025-02-03
733,Cliente 0733,Natal,RN,Serviços,2025-03-11
734,Cliente 0734,Porto Alegre,RS,Varejo,2025-03-30
735,Cliente 0735,João Pessoa,PB,Atacado,2025-01-30
736,Cliente 0736,João Pessoa,PB,Varejo,2025-08-22
737,Cliente 0737,Recife,PE,Corporativo,2025-12-27
738,Cliente 0738,João Pessoa,PB,Corporativo,2025-07-08
739,Cliente 0739,Goiânia,GO,Serviços,2025-09-16
740,Cliente 0740,Aracaju,SE,Varejo,2025-12-15
741,Cliente 0741,Recife,PE,Atacado,2025-07-10
742,Cliente 0742,São Paulo,SP,Serviços,2025-04-01
743,Cliente 0743,Goiânia,GO,Serviços,2025-10-28
744,Cliente 0744,Rio de Janeiro,RJ,Corporativo,2025-06-26
745,Cliente 0745,Fortaleza,CE,Corporativo,2025-12-19
746,Cliente 0746,Salvador,BA,Corporativo,2025-01-15
747,Cliente 0747,Aracaju,SE,Varejo,2025-03-25
748,Cliente 0748,Goiânia,GO,Atacado,2025-04-24
749,Cliente 0749,Curitiba,PR,Atacado,2025-12-13
750,Cliente 0750,João Pessoa,PB,Corporativo,2025-11-30
751,Cliente 0751,Aracaju,SE,Varejo,2025-12-16
752,Cliente 0752,Recife,PE,Serviços,2025-03-09
753,Cliente 0753,Curitiba,PR,Atacado,2025-11-04
754,Cliente 0754,Porto Alegre,RS,Varejo,2025-04-25
755,Cliente 0755,Natal,RN,Corporativo,2025-12-31
756,Cliente 0756,Florianópolis,SC,Corporativo,2025-08-05
757,Cliente 0757,Brasília,DF,Serviços,2025-06-28
758,Cliente 0758,São Paulo,SP,Corporativo,2025-04-22
759,Cliente 0759,São Paulo,SP,Corporativo,2025-12-13
760,Cliente 0760,Rio de Janeiro,RJ,Serviços,2025-10-27
761,Cliente 0761,Salvador,BA,Varejo,2025-09-19
762,Cliente 0762,Curitiba,PR,Corporativo,2025-10-15
763,Cliente 0763,Curitiba,PR,Corporativo,2025-06-02
764,Cliente 0764,Curitiba,PR,Varejo,2025-09-04
765,Cliente 0765,Salvador,BA,Corporativo,2025-05-22
766,Cliente 0766,Curitiba,PR,Corporativo,2025-05-22
767,Cliente 0767,Natal,RN,Corporativo,2025-04-07
768,Cliente 0768,Fortaleza,CE,Atacado,2025-01-30
769,Cliente 0769,Porto Alegre,RS,Serviços,2025-12-05
770,Cliente 0770,Maceió,AL,Atacado,2025-01-14
771,Cliente 0771,Curitiba,PR,Serviços,2025-06-01
772,Cliente 0772,Natal,RN,Serviços,2025-07-27
773,Cliente 0773,Aracaju,SE,Varejo,2025-10-26
774,Cliente 0774,Florianópolis,SC,Atacado,2025-06-25
775,Cliente 0775,Florianópolis,SC,Atacado,2025-12-18
776,Cliente 0776,Rio de Janeiro,RJ,Serviços,2025-12-10
777,Cliente 0777,Maceió,AL,Corporativo,2025-03-29
778,Cliente 0778,Goiânia,GO,Atacado,2025-05-31
779,Cliente 0779,Salvador,BA,Serviços,2025-03-07
780,Cliente 0780,Florianópolis,SC,Corporativo,2025-10-14
781,Cliente 0781,Porto Alegre,RS,Atacado,2025-12-15
782,Cliente 0782,Brasília,DF,Corporativo,2025-12-02
783,Cliente 0783,Salvador,BA,Atacado,2025-07-01
784,Cliente 0784,João Pessoa,PB,Corporativo,2025-08-04
785,Cliente 0785,Porto Alegre,RS,Corporativo,2025-07-10
786,Cliente 0786,Natal,RN,Corporativo,2025-08-26
787,Cliente 0787,Goiânia,GO,Varejo,2025-08-29
788,Cliente 0788,Recife,PE,Varejo,2025-08-30
789,Cliente 0789,Brasília,DF,Atacado,2025-09-14
790,Cliente 0790,Salvador,BA,Serviços,2025-09-29
791,Cliente 0791,Natal,RN,Serviços,2025-01-28
792,Cliente 0792,Goiânia,GO,Atacado,2025-03-12
793,Cliente 0793,João Pessoa,PB,Corporativo,2025-07-29
794,Cliente 0794,Belo Horizonte,MG,Serviços,2025-03-15
795,Cliente 0795,Maceió,AL,Atacado,2025-02-11
796,Cliente 0796,São Paulo,SP,Corporativo,2025-11-20
797,Cliente 0797,Fortaleza,CE,Corporativo,2025-11-21
798,Cliente 0798,Recife,PE,Varejo,2025-08-20
799,Cliente 0799,Natal,RN,Atacado,2025-03-28
800,Cliente 0800,Belo Horizonte,MG,Atacado,2025-09-08
801,Cliente 0801,Porto Alegre,RS,Varejo,2025-03-08
802,Cliente 0802,Belo Horizonte,MG,Serviços,2025-11-21
803,Cliente 0803,Aracaju,SE,Serviços,2025-08-08
804,Cliente 0804,São Paulo,SP,Serviços,2025-01-03
805,Cliente 0805,Recife,PE,Atacado,2025-07-11
806,Cliente 0806,Recife,PE,Corporativo,2025-09-29
807,Cliente 0807,João Pessoa,PB,Varejo,2025-12-13
808,Cliente 0808,Recife,PE,Atacado,2025-04-26
809,Cliente 0809,Florianópolis,SC,Corporativo,2025-06-09
810,Cliente 0810,Fortaleza,CE,Varejo,2025-07-16
811,Cliente 0811,Rio de Janeiro,RJ,Corporativo,2025-03-27
812,Cliente 0812,Salvador,BA,Varejo,2025-06-02
813,Cliente 0813,Natal,RN,Serviços,2025-09-24
814,Cliente 0814,Belo Horizonte,MG,Corporativo,2025-08-11
815,Cliente 0815,Brasília,DF,Atacado,2025-06-25
816,Cliente 0816,Brasília,DF,Serviços,2025-07-03
817,Cliente 0817,Porto Alegre,RS,Atacado,2025-03-26
818,Cliente 0818,Brasília,DF,Serviços,2025-01-10
819,Cliente 0819,João Pessoa,PB,Atacado,2025-03-09
820,Cliente 0820,João Pessoa,PB,Varejo,2025-10-29
821,Cliente 0821,Rio de Janeiro,RJ,Atacado,2025-03-05
822,Cliente 0822,Maceió,AL,Varejo,2025-07-12
823,Cliente 0823,Brasília,DF,Corporativo,2025-10-01
824,Cliente 0824,Belo Horizonte,MG,Varejo,2025-11-01
825,Cliente 0825,Recife,PE,Varejo,2025-12-01
826,Cliente 0826,Goiânia,GO,Varejo,2025-01-25
827,Cliente 0827,Florianópolis,SC,Varejo,2025-08-02
828,Cliente 0828,São Paulo,SP,Serviços,2025-03-05
829,Cliente 0829,Rio de Janeiro,RJ,Corporativo,2025-08-31
830,Cliente 0830,Florianópolis,SC,Atacado,2025-04-16
831,Cliente 0831,Florianópolis,SC,Varejo,2025-06-04
832,Cliente 0832,Aracaju,SE,Varejo,2025-12-06
833,Cliente 0833,Rio de Janeiro,RJ,Corporativo,2025-11-15
834,Cliente 0834,Belo Horizonte,MG,Atacado,2025-08-03
835,Cliente 0835,Goiânia,GO,Varejo,2025-09-19
836,Cliente 0836,Florianópolis,SC,Varejo,2025-05-25
837,Cliente 0837,Salvador,BA,Varejo,2025-09-12
838,Cliente 0838,João Pessoa,PB,Atacado,2025-05-15
839,Cliente 0839,Goiânia,GO,Atacado,2025-07-03
840,Cliente 0840,Florianópolis,SC,Serviços,2025-06-01
841,Cliente 0841,Fortaleza,CE,Varejo,2025-10-08
842,Cliente 0842,São Paulo,SP,Atacado,2025-12-19
843,Cliente 0843,Brasília,DF,Serviços,2025-06-19
844,Cliente 0844,João Pessoa,PB,Varejo,2025-01-07
845,Cliente 0845,Curitiba,PR,Varejo,2025-02-26
846,Cliente 0846,Goiânia,GO,Serviços,2025-03-18
847,Cliente 0847,Salvador,BA,Varejo,2025-02-21
848,Cliente 0848,Brasília,DF,Corporativo,2025-11-26
849,Cliente 0849,João Pessoa,PB,Serviços,2025-06-01
850,Cliente 0850,Natal,RN,Serviços,2025-01-26
851,Cliente 0851,Salvador,BA,Atacado,2025-01-21
852,Cliente 0852,Goiânia,GO,Corporativo,2025-07-04
853,Cliente 0853,Porto Alegre,RS,Corporativo,2025-08-07
854,Cliente 0854,Florianópolis,SC,Varejo,2025-02-18
855,Cliente 0855,Goiânia,GO,Varejo,2025-01-05
856,Cliente 0856,Goiânia,GO,Atacado,2025-12-06
857,Cliente 0857,Curitiba,PR,Atacado,2025-06-18
858,Cliente 0858,Maceió,AL,Serviços,2025-11-15
859,Cliente 0859,Natal,RN,Varejo,2025-07-10
860,Cliente 0860,Goiânia,GO,Corporativo,2025-04-04
861,Cliente 0861,Salvador,BA,Serviços,2025-07-24
862,Cliente 0862,São Paulo,SP,Corporativo,2025-07-17
863,Cliente 0863,Florianópolis,SC,Serviços,2025-08-04
864,Cliente 0864,Curitiba,PR,Atacado,2025-02-27
865,Cliente 0865,Fortaleza,CE,Varejo,2025-03-23
866,Cliente 0866,Salvador,BA,Serviços,2025-10-30
867,Cliente 0867,São Paulo,SP,Serviços,2025-04-03
868,Cliente 0868,Belo Horizonte,MG,Serviços,2025-07-03
869,Cliente 0869,Belo Horizonte,MG,Varejo,2025-12-17
870,Cliente 0870,Brasília,DF,Atacado,2025-09-05
871,Cliente 0871,Brasília,DF,Serviços,2025-02-27
872,Cliente 0872,Brasília,DF,Serviços,2025-08-14
873,Cliente 0873,Recife,PE,Varejo,2025-05-14
874,Cliente 0874,Curitiba,PR,Corporativo,2025-01-07
875,Cliente 0875,Florianópolis,SC,Atacado,2025-12-09
876,Cliente 0876,Goiânia,GO,Corporativo,2025-09-23
877,Cliente 0877,Rio de Janeiro,RJ,Varejo,2025-08-10
878,Cliente 0878,Curitiba,PR,Atacado,2025-09-04
879,Cliente 0879,Maceió,AL,Serviços,2025-03-18
880,Cliente 0880,Goiânia,GO,Varejo,2025-01-06
881,Cliente 0881,Curitiba,PR,Atacado,2025-09-16
882,Cliente 0882,Goiânia,GO,Serviços,2025-09-11
