id_venda,id_cliente,id_vendedor,data_venda,forma_pagamento,status
1307,702,9,2025-03-12,Cartão,Concluída
1308,299,2,2025-08-23,Cartão,Concluída
1309,661,5,2025-12-22,Boleto,Concluída
1310,803,17,2025-08-07,Pix,Concluída
1311,28,2,2025-12-13,Boleto,Concluída
1312,620,13,2025-09-13,Pix,Cancelada
1313,614,5,2025-01-13,Boleto,Concluída
1314,912,1,2025-02-09,Boleto,Concluída
1315,63,10,2025-02-01,Cartão,Concluída
1316,78,7,2025-06-19,Pix,Concluída
1317,954,11,2025-07-15,Transferência,Concluída
1318,986,20,2025-01-20,Transferência,Concluída
1319,96,4,2025-07-07,Transferência,Concluída
1320,329,1,2025-06-20,Cartão,Concluída
1321,254,19,2025-12-02,Cartão,Concluída
1322,436,14,2025-10-08,Cartão,Concluída
1323,350,7,2025-03-22,Cartão,Concluída
1324,992,8,2025-01-03,Transferência,Concluída
1325,9,15,2025-04-25,Cartão,Concluída
1326,9,15,2025-02-12,Pix,Concluída
1327,199,10,2025-12-12,Transferência,Concluída
1328,634,14,2025-03-03,Transferência,Concluída
1329,791,13,2025-07-26,Transferência,Devolvida
1330,389,12,2025-04-11,Transferência,Devolvida
1331,601,4,2025-02-12,Pix,Concluída
1332,156,14,2025-01-05,Pix,Concluída
1333,941,7,2025-04-23,Boleto,Concluída
1334,160,1,2025-04-17,Transferência,Concluída
1335,271,19,2025-03-27,Transferência,Cancelada
1336,51,3,2025-06-05,Transferência,Concluída
1337,347,9,2025-04-17,Transferência,Concluída
1338,713,7,2025-05-01,Transferência,Concluída
1339,54,17,2025-11-01,Cartão,Concluída
1340,829,10,2025-09-30,Cartão,Concluída
1341,175,18,2025-11-26,Pix,Concluída
1342,263,15,2025-01-02,Cartão,Concluída
1343,562,7,2025-12-12,Cartão,Devolvida
1344,459,20,2025-09-15,Cartão,Concluída
1345,433,20,2025-04-30,Transferência,Concluída
1346,129,17,2025-10-05,Transferência,Concluída
1347,166,15,2025-07-25,Cartão,Concluída
1348,459,13,2025-02-13,Boleto,Concluída
1349,109,5,2025-06-15,Transferência,Concluída
1350,914,13,2025-06-18,Cartão,Concluída
1351,618,6,2025-05-15,Cartão,Concluída
1352,856,2,2025-09-10,Cartão,Concluída
1353,201,1,2025-03-11,Cartão,Concluída
1354,95,9,2025-06-06,Boleto,Concluída
1355,390,14,2025-10-09,Transferência,Concluída
1356,671,18,2025-08-08,Cartão,Concluída
1357,298,8,2025-03-23,Transferência,Devolvida
1358,411,15,2025-03-26,Pix,Cancelada
1359,777,20,2025-04-11,Pix,Concluída
1360,65,14,2025-03-12,Boleto,Concluída
1361,652,1,2025-06-03,Pix,Concluída
1362,272,8,2025-04-25,Transferência,Cancelada
1363,445,13,2025-04-04,Boleto,Concluída
1364,542,7,2025-10-11,Boleto,Concluída
1365,81,16,2025-12-07,Boleto,Concluída
1366,453,9,2025-07-17,Cartão,Concluída
1367,434,6,2025-08-06,Pix,Concluída
1368,637,2,2025-08-06,Cartão,Concluída
1369,241,20,2025-11-03,Pix,Concluída
1370,221,9,2025-04-28,Pix,Devolvida
1371,880,5,2025-10-11,Cartão,Concluída
1372,380,15,2025-07-13,Cartão,Concluída
1373,681,19,2025-09-05,Pix,Concluída
1374,118,15,2025-11-06,Transferência,Concluída
1375,501,8,2025-11-13,Cartão,Concluída
1376,806,11,2025-08-15,Transferência,Concluída
1377,261,9,2025-06-12,Pix,Concluída
1378,219,10,2025-11-23,Pix,Concluída
1379,9,20,2025-04-16,Transferência,Concluída
1380,893,11,2025-02-21,Cartão,Concluída
1381,790,18,2025-04-11,Pix,Concluída
1382,478,17,2025-10-31,Boleto,Concluída
1383,575,12,2025-01-15,Boleto,Concluída
1384,83,4,2025-10-27,Pix,Cancelada
1385,831,4,2025-12-19,Transferência,Cancelada
1386,391,15,2025-10-06,Pix,Concluída
1387,704,10,2025-12-08,Pix,Concluída
1388,798,4,2025-12-17,Cartão,Concluída
1389,616,13,2025-09-30,Transferência,Cancelada
1390,579,13,2025-10-31,Transferência,Concluída
1391,237,1,2025-01-15,Cartão,Concluída
1392,958,2,2025-07-16,Cartão,Concluída
1393,288,16,2025-03-05,Cartão,Concluída
1394,969,13,2025-11-30,Transferência,Concluída
1395,139,4,2025-09-09,Pix,Concluída
1396,10,14,2025-02-09,Cartão,Concluída
1397,183,14,2025-02-22,Boleto,Concluída
1398,79,14,2025-09-10,Cartão,Concluída
1399,248,3,2025-08-29,Boleto,Concluída
1400,796,11,2025-09-15,Boleto,Concluída
1401,109,15,2025-05-20,Cartão,Concluída
1402,721,6,2025-12-28,Transferência,Concluída
1403,367,9,2025-02-20,Boleto,Concluída
1404,755,11,2025-11-15,Transferência,Concluída
1405,652,7,2025-06-18,Pix,Concluída
1406,724,6,2025-06-06,Cartão,Concluída
1407,690,8,2025-04-05,Cartão,Cancelada
1408,828,12,2025-01-04,Boleto,Concluída
1409,198,20,2025-10-04,Pix,Concluída
1410,701,20,2025-01-29,Cartão,Concluída
1411,444,19,2025-12-06,Cartão,Concluída
1412,843,18,2025-04-09,Pix,Concluída
1413,484,12,2025-02-22,Transferência,Cancelada
1414,461,9,2025-04-15,Pix,Concluída
1415,337,2,2025-05-13,Pix,Concluída
1416,626,19,2025-05-13,Pix,Concluída
1417,818,17,2025-05-14,Transferência,Concluída
1418,443,11,2025-01-01,Boleto,Concluída
1419,394,16,2025-12-06,Boleto,Concluída
1420,725,19,2025-04-28,Boleto,Concluída
1421,128,10,2025-01-18,Boleto,Concluída
1422,503,14,2025-03-30,Transferência,Cancelada
1423,688,13,2025-04-11,Boleto,Concluída
1424,616,11,2025-02-13,Cartão,Concluída
1425,378,5,2025-12-29,Transferência,Concluída
1426,312,10,2025-04-19,Boleto,Concluída
1427,128,15,2025-06-04,Boleto,Concluída
1428,508,12,2025-11-10,Boleto,Concluída
1429,260,1,2025-05-03,Transferência,Concluída
1430,483,7,2025-11-30,Cartão,Devolvida
1431,48,19,2025-05-23,Pix,Cancelada
1432,206,5,2025-07-30,Pix,Concluída
1433,585,3,2025-02-05,Cartão,Concluída
1434,326,17,2025-04-21,Transferência,Cancelada
1435,288,15,2025-10-26,Transferência,Concluída
1436,239,8,2025-01-02,Cartão,Cancelada
1437,316,16,2025-06-07,Cartão,Concluída
1438,886,10,2025-03-07,Cartão,Concluída
1439,85,18,2025-12-16,Transferência,Concluída
1440,274,14,2025-06-12,Pix,Concluída
1441,723,3,2025-03-29,Transferência,Concluída
1442,781,19,2025-02-16,Pix,Concluída
1443,194,9,2025-03-07,Cartão,Concluída
1444,159,16,2025-04-09,Pix,Concluída
1445,341,12,2025-07-05,Pix,Concluída
1446,315,10,2025-01-06,Transferência,Concluída
1447,802,18,2025-04-05,Pix,Concluída
1448,940,4,2025-01-12,Pix,Concluída
1449,831,16,2025-07-02,Transferência,Concluída
1450,199,9,2025-09-12,Pix,Concluída
1451,819,12,2025-09-10,Cartão,Concluída
1452,303,11,2025-04-06,Pix,Concluída
1453,958,6,2025-05-15,Transferência,Concluída
1454,264,3,2025-11-21,Boleto,Concluída
1455,436,20,2025-11-16,Pix,Concluída
1456,91,4,2025-04-10,Transferência,Concluída
1457,682,15,2025-02-10,Pix,Cancelada
1458,817,11,2025-05-06,Cartão,Concluída
1459,840,19,2025-06-19,Cartão,Cancelada
1460,414,17,2025-07-31,Transferência,Concluída
1461,928,6,2025-10-02,Pix,Concluída
1462,225,16,2025-05-18,Boleto,Cancelada
1463,989,9,2025-02-14,Pix,Concluída
1464,275,20,2025-07-28,Boleto,Concluída
1465,909,4,2025-11-10,Transferência,Concluída
1466,159,6,2025-05-24,Cartão,Concluída
1467,995,2,2025-05-21,Cartão,Concluída
1468,814,17,2025-07-24,Transferência,Concluída
1469,902,1,2025-06-26,Cartão,Concluída
1470,813,10,2025-11-16,Pix,Concluída
1471,358,14,2025-08-16,Cartão,Cancelada
1472,622,12,2025-07-23,Boleto,Concluída
1473,714,19,2025-02-21,Pix,Concluída
1474,183,17,2025-12-11,Cartão,Devolvida
1475,785,14,2025-10-02,Transferência,Concluída
1476,145,1,2025-10-26,Pix,Concluída
1477,259,15,2025-08-21,Boleto,Concluída
1478,337,12,2025-08-28,Boleto,Concluída
1479,691,19,2025-06-26,Boleto,Concluída
1480,477,4,2025-05-09,Transferência,Concluída
1481,829,8,2025-05-29,Boleto,Concluída
1482,20,3,2025-08-24,Pix,Concluída
1483,393,15,2025-10-21,Boleto,Concluída
1484,362,7,2025-08-08,Cartão,Concluída
1485,798,3,2025-04-20,Boleto,Concluída
1486,195,2,2025-11-06,Boleto,Concluída
1487,322,16,2025-12-31,Transferência,Devolvida
1488,158,13,2025-01-13,Cartão,Concluída
1489,536,13,2025-08-08,Pix,Concluída
1490,816,6,2025-02-08,Cartão,Concluída
1491,886,10,2025-07-21,Boleto,Devolvida
1492,682,11,2025-02-13,Transferência,Concluída
1493,267,13,2025-12-10,Cartão,Concluída
1494,204,8,2025-06-15,Pix,Concluída
1495,934,13,2025-01-06,Pix,Concluída
1496,495,3,2025-11-22,Cartão,Concluída
1497,866,17,2025-07-22,Pix,Concluída
1498,440,15,2025-06-02,Pix,Concluída
1499,118,20,2025-08-19,Pix,Concluída
1500,588,4,2025-04-07,Cartão,Concluída
1501,586,1,2025-10-09,Transferência,Concluída
1502,197,20,2025-11-24,Pix,Concluída
1503,84,10,2025-01-25,Pix,Devolvida
1504,724,16,2025-10-17,Pix,Concluída
1505,197,2,2025-06-26,Transferência,Concluída
1506,956,13,2025-01-03,Pix,Concluída
1507,287,8,2025-06-08,Transferência,Concluída
1508,431,15,2025-06-20,Transferência,Cancelada
1509,120,18,2025-02-17,Transferência,Concluída
1510,53,15,2025-11-01,Boleto,Devolvida
1511,579,15,2025-03-19,Transferência,Concluída
1512,736,14,2025-02-04,Cartão,Concluída
1513,480,19,2025-04-05,Transferência,Cancelada
1514,245,12,2025-03-05,Transferência,Concluída
1515,198,8,2025-01-27,Cartão,Concluída
1516,449,18,2025-07-20,Cartão,Concluída
1517,593,17,2025-01-06,Cartão,Concluída
1518,820,1,2025-09-03,Transferência,Concluída
1519,945,7,2025-10-31,Cartão,Devolvida
1520,938,19,2025-07-20,Boleto,Concluída
1521,555,18,2025-09-17,Transferência,Concluída
1522,540,16,2025-06-09,Pix,Concluída
1523,370,10,2025-07-07,Pix,Concluída
1524,416,19,2025-08-18,Boleto,Concluída
1525,300,18,2025-04-07,Pix,Concluída
1526,78,9,2025-12-06,Boleto,Concluída
1527,563,12,2025-03-06,Cartão,Concluída
1528,518,6,2025-10-31,Boleto,Concluída
1529,811,10,2025-04-04,Transferência,Concluída
1530,710,3,2025-04-02,Transferência,Concluída
1531,474,17,2025-09-11,Transferência,Concluída
1532,586,2,2025-04-26,Pix,Concluída
1533,234,16,2025-08-01,Boleto,Concluída
1534,801,20,2025-04-29,Pix,Concluída
1535,187,13,2025-06-09,Boleto,Concluída
1536,162,19,2025-10-03,Cartão,Concluída
1537,809,6,2025-03-27,Cartão,Concluída
1538,443,10,2025-08-21,Pix,Concluída
1539,657,8,2025-03-05,Transferência,Concluída
1540,886,6,2025-12-19,Cartão,Concluída
1541,157,10,2025-09-01,Pix,Concluída
1542,366,11,2025-10-01,Pix,Concluída
1543,833,2,2025-09-06,Pix,Devolvida
1544,916,13,2025-08-10,Cartão,Concluída
1545,798,1,2025-08-23,Pix,Concluída
1546,80,10,2025-04-08,Cartão,Concluída
1547,526,17,2025-09-14,Pix,Concluída
1548,359,2,2025-12-05,Transferência,Concluída
1549,654,18,2025-02-27,Boleto,Concluída
1550,533,20,2025-10-27,Boleto,Concluída
1551,562,7,2025-07-30,Pix,Concluída
1552,87,14,2025-06-05,Transferência,Concluída
1553,311,8,2025-02-15,Pix,Concluída
1554,694,7,2025-02-20,Transferência,Concluída
1555,60,11,2025-06-01,Pix,Concluída
1556,688,2,2025-01-15,Pix,Concluída
1557,580,14,2025-06-10,Transferência,Concluída
1558,39,5,2025-04-25,Pix,Concluída
1559,846,9,2025-02-22,Cartão,Concluída
1560,335,5,2025-08-31,Boleto,Concluída
1561,376,2,2025-04-26,Pix,Concluída
1562,763,4,2025-02-22,Cartão,Concluída
1563,226,9,2025-02-10,Pix,Concluída
1564,351,3,2025-12-24,Cartão,Concluída
1565,515,12,2025-08-01,Boleto,Concluída
1566,838,17,2025-08-23,Cartão,Concluída
1567,363,13,2025-05-20,Transferência,Concluída
1568,466,9,2025-01-14,Cartão,Concluída
1569,415,10,2025-02-06,Transferência,Concluída
1570,360,8,2025-02-03,Pix,Concluída
1571,806,4,2025-03-26,Cartão,Concluída
1572,479,1,2025-11-29,Transferência,Concluída
1573,480,1,2025-02-06,Transferência,Concluída
1574,957,2,2025-08-16,Pix,Concluída
1575,778,14,2025-01-27,Boleto,Concluída
1576,582,4,2025-09-03,Pix,Devolvida
1577,600,19,2025-04-03,Transferência,Concluída
1578,782,14,2025-12-22,Boleto,Concluída
1579,268,3,2025-05-04,Cartão,Concluída
1580,960,2,2025-08-09,Boleto,Concluída
1581,403,19,2025-10-13,Cartão,Concluída
1582,895,8,2025-11-03,Cartão,Concluída
1583,854,2,2025-06-18,Cartão,Concluída
1584,198,18,2025-05-13,Pix,Concluída
1585,875,10,2025-12-07,Pix,Concluída
1586,142,5,2025-02-06,Cartão,Devolvida
1587,394,3,2025-11-23,Cartão,Concluída
1588,707,14,2025-11-08,Transferência,Concluída
1589,907,13,2025-08-21,Cartão,Concluída
1590,701,17,2025-05-23,Cartão,Devolvida
1591,329,18,2025-09-13,Pix,Concluída
1592,101,5,2025-01-09,Boleto,Concluída
1593,638,11,2025-06-26,Transferência,Concluída
1594,699,3,2025-02-07,Transferência,Concluída
1595,981,15,2025-08-09,Pix,Concluída
1596,44,12,2025-07-23,Pix,Concluída
1597,236,14,2025-06-30,Boleto,Devolvida
1598,406,11,2025-02-03,Boleto,Concluída
1599,728,5,2025-03-07,Cartão,Concluída
1600,40,5,2025-12-01,Cartão,Concluída
1601,899,9,2025-04-12,Boleto,Concluída
1602,426,13,2025-04-24,Transferência,Concluída
1603,271,19,2025-08-26,Pix,Concluída
1604,19,20,2025-07-28,Transferência,Concluída
1605,726,11,2025-07-10,Cartão,Concluída
1606,652,10,2025-05-01,Boleto,Concluída
1607,961,11,2025-12-13,Boleto,Concluída
1608,795,6,2025-06-16,Transferência,Concluída
1609,993,8,2025-01-11,Boleto,Concluída
1610,901,6,2025-01-24,Boleto,Concluída
1611,889,4,2025-02-14,Pix,Concluída
1612,201,9,2025-08-23,Pix,Concluída
1613,759,4,2025-05-07,Transferência,Cancelada
1614,575,20,2025-09-20,Pix,Concluída
1615,113,2,2025-08-20,Cartão,Concluída
1616,942,17,2025-04-18,Boleto,Concluída
1617,501,7,2025-01-30,Pix,Concluída
1618,290,1,2025-05-01,Transferência,Concluída
1619,339,4,2025-05-26,Transferência,Concluída
1620,300,14,2025-11-10,Pix,Concluída
1621,578,9,2025-08-29,Pix,Concluída
1622,805,1,2025-08-03,Pix,Concluída
1623,263,12,2025-07-09,Boleto,Concluída
1624,270,14,2025-01-19,Cartão,Concluída
1625,952,19,2025-01-09,Cartão,Concluída
1626,621,2,2025-08-10,Transferência,Concluída
1627,177,2,2025-01-29,Cartão,Concluída
1628,244,8,2025-10-29,Pix,Cancelada
1629,456,9,2025-04-04,Pix,Concluída
1630,163,17,2025-12-22,Pix,Cancelada
1631,924,10,2025-05-13,Transferência,Concluída
1632,974,9,2025-08-14,Boleto,Concluída
1633,714,20,2025-05-20,Boleto,Concluída
1634,916,13,2025-12-18,Pix,Cancelada
1635,207,3,2025-12-20,Transferência,Concluída
1636,277,3,2025-07-24,Pix,Concluída
1637,665,4,2025-01-29,Boleto,Concluída
1638,593,12,2025-08-15,Transferência,Concluída
1639,29,6,2025-01-07,Pix,Concluída
1640,34,3,2025-01-07,Cartão,Concluída
1641,695,20,2025-05-13,Cartão,Concluída
1642,798,7,2025-08-14,Pix,Concluída
1643,704,20,2025-08-18,Pix,Concluída
1644,280,19,2025-11-10,Pix,Concluída
1645,272,11,2025-01-14,Transferência,Concluída
1646,923,4,2025-02-16,Pix,Concluída
1647,712,7,2025-11-30,Pix,Concluída
1648,272,5,2025-06-27,Transferência,Concluída
1649,105,20,2025-03-14,Boleto,Concluída
1650,901,6,2025-02-11,Transferência,Concluída
1651,829,9,2025-06-26,Cartão,Concluída
1652,463,10,2025-02-05,Boleto,Concluída
1653,709,7,2025-08-01,Boleto,Concluída
1654,358,14,2025-03-02,Boleto,Concluída
1655,992,8,2025-02-22,Pix,Concluída
1656,984,6,2025-11-30,Transferência,Concluída
1657,306,15,2025-06-30,Cartão,Concluída
1658,557,1,2025-09-09,Cartão,Concluída
1659,170,18,2025-12-15,Cartão,Concluída
1660,400,19,2025-11-07,Boleto,Concluída
1661,158,2,2025-05-05,Cartão,Concluída
1662,18,7,2025-08-10,Transferência,Concluída
1663,740,8,2025-03-18,Transferência,Concluída
1664,979,12,2025-09-03,Boleto,Concluída
1665,482,7,2025-02-01,Transferência,Concluída
1666,727,6,2025-05-11,Cartão,Concluída
1667,107,14,2025-09-02,Pix,Concluída
1668,988,9,2025-09-21,Boleto,Concluída
1669,434,6,2025-05-03,Boleto,Concluída
1670,967,2,2025-04-26,Pix,Concluída
1671,148,18,2025-04-25,Boleto,Concluída
1672,652,15,2025-09-09,Transferência,Concluída
1673,636,12,2025-08-25,Boleto,Concluída
1674,577,3,2025-08-15,Boleto,Concluída
1675,661,17,2025-03-25,Pix,Devolvida
1676,809,5,2025-08-31,Transferência,Concluída
1677,447,8,2025-05-29,Pix,Concluída
1678,140,8,2025-03-20,Boleto,Concluída
1679,616,20,2025-08-10,Cartão,Concluída
1680,41,3,2025-05-29,Boleto,Concluída
1681,223,7,2025-06-14,Cartão,Concluída
1682,884,13,2025-09-08,Boleto,Concluída
1683,223,18,2025-10-16,Pix,Concluída
1684,79,9,2025-09-23,Transferência,Concluída
1685,387,7,2025-03-02,Pix,Concluída
1686,774,15,2025-01-16,Transferência,Concluída
1687,936,20,2025-07-23,Cartão,Concluída
1688,536,1,2025-01-14,Transferência,Concluída
1689,187,7,2025-06-02,Pix,Concluída
1690,146,17,2025-06-16,Cartão,Concluída
1691,942,10,2025-09-23,Cartão,Concluída
1692,422,9,2025-08-13,Boleto,Concluída
1693,173,19,2025-08-15,Transferência,Concluída
1694,526,4,2025-02-26,Boleto,Cancelada
1695,122,4,2025-06-07,Pix,Concluída
1696,341,11,2025-06-23,Boleto,Concluída
1697,899,9,2025-11-20,Boleto,Concluída
1698,659,5,2025-03-19,Cartão,Concluída
1699,668,15,2025-04-17,Cartão,Concluída
1700,194,14,2025-12-21,Pix,Concluída
1701,708,14,2025-03-30,Boleto,Concluída
1702,352,6,2025-09-14,Pix,Concluída
1703,278,10,2025-08-25,Boleto,Concluída
1704,621,16,2025-02-16,Pix,Concluída
1705,969,4,2025-03-06,Boleto,Concluída
1706,944,10,2025-03-30,Cartão,Concluída
1707,675,16,2025-10-21,Pix,Concluída
1708,484,4,2025-02-12,Cartão,Concluída
1709,535,20,2025-05-23,Pix,Concluída
1710,372,10,2025-03-30,Boleto,Cancelada
1711,574,18,2025-03-03,Cartão,Concluída
1712,600,2,2025-11-11,Transferência,Concluída
1713,137,4,2025-01-01,Cartão,Concluída
1714,231,6,2025-01-19,Pix,Concluída
1715,276,11,2025-07-22,Transferência,Concluída
1716,601,9,2025-09-13,Boleto,Concluída
1717,136,5,2025-02-01,Transferência,Concluída
1718,354,6,2025-07-10,Cartão,Concluída
1719,391,8,2025-06-21,Transferência,Concluída
1720,418,20,2025-04-17,Cartão,Concluída
1721,346,19,2025-04-17,Pix,Concluída
1722,320,5,2025-12-02,Boleto,Concluída
1723,239,7,2025-12-16,Cartão,Concluída
1724,675,13,2025-10-04,Transferência,Concluída
1725,446,10,2025-01-16,Cartão,Concluída
1726,210,9,2025-03-09,Cartão,Concluída
1727,799,3,2025-12-15,Pix,Concluída
1728,413,15,2025-04-25,Transferência,Concluída
1729,173,5,2025-02-22,Boleto,Concluída
1730,679,12,2025-04-12,Transferência,Concluída
1731,757,3,2025-01-09,Cartão,Concluída
1732,292,17,2025-08-20,Cartão,Concluída
1733,774,15,2025-10-13,Cartão,Concluída
1734,725,12,2025-11-23,Pix,Concluída
1735,733,9,2025-08-03,Boleto,Concluída
1736,31,11,2025-07-19,Boleto,Concluída
1737,311,15,2025-08-15,Cartão,Concluída
1738,585,19,2025-12-11,Boleto,Concluída
1739,843,8,2025-09-16,Pix,Concluída
1740,430,20,2025-05-29,Transferência,Concluída
1741,489,13,2025-05-13,Boleto,Concluída
1742,565,14,2025-12-30,Pix,Concluída
1743,884,1,2025-03-27,Boleto,Concluída
1744,395,3,2025-11-03,Pix,Concluída
1745,758,19,2025-04-24,Transferência,Concluída
1746,719,4,2025-11-04,Pix,Concluída
1747,985,5,2025-01-22,Boleto,Concluída
1748,490,3,2025-08-30,Boleto,Concluída
1749,851,12,2025-02-07,Boleto,Concluída
1750,624,8,2025-04-11,Cartão,Concluída
1751,350,20,2025-08-09,Pix,Concluída
1752,415,18,2025-01-25,Boleto,Concluída
1753,51,7,2025-08-05,Pix,Concluída
1754,566,8,2025-05-20,Boleto,Concluída
1755,968,15,2025-05-15,Transferência,Concluída
1756,953,15,2025-08-09,Boleto,Concluída
1757,200,2,2025-02-19,Boleto,Concluída
1758,981,13,2025-02-13,Transferência,Concluída
1759,406,12,2025-07-13,Transferência,Concluída
1760,761,13,2025-01-18,Boleto,Concluída
1761,424,1,2025-06-18,Cartão,Concluída
1762,939,9,2025-04-26,Pix,Cancelada
1763,897,16,2025-10-30,Cartão,Devolvida
1764,984,2,2025-12-15,Transferência,Concluída
1765,825,14,2025-04-22,Boleto,Concluída
1766,148,7,2025-09-10,Cartão,Concluída
1767,256,9,2025-06-22,Cartão,Concluída
1768,57,16,2025-06-10,Pix,Concluída
1769,140,13,2025-03-07,Pix,Concluída
1770,889,20,2025-07-15,Boleto,Concluída
1771,169,20,2025-08-10,Transferência,Concluída
1772,811,10,2025-04-26,Boleto,Concluída
1773,158,16,2025-11-07,Cartão,Concluída
1774,901,15,2025-01-08,Transferência,Concluída
1775,318,15,2025-08-30,Transferência,Cancelada
1776,166,18,2025-03-21,Cartão,Concluída
1777,369,19,2025-08-09,Cartão,Concluída
1778,34,9,2025-10-06,Cartão,Concluída
1779,211,11,2025-09-24,Boleto,Cancelada
1780,573,8,2025-07-12,Pix,Concluída
1781,948,12,2025-10-10,Boleto,Concluída
1782,375,19,2025-04-18,Transferência,Concluída
1783,610,3,2025-10-27,Cartão,Concluída
1784,625,4,2025-06-21,Pix,Concluída
1785,538,13,2025-02-19,Boleto,Concluída
1786,463,6,2025-01-19,Transferência,Concluída
1787,443,10,2025-04-25,Cartão,Concluída
1788,163,9,2025-07-05,Transferência,Concluída
1789,633,7,2025-03-22,Transferência,Devolvida
1790,521,11,2025-07-28,Transferência,Concluída
1791,965,12,2025-09-14,Transferência,Concluída
1792,818,9,2025-06-21,Transferência,Concluída
1793,735,5,2025-05-10,Boleto,Concluída
1794,626,13,2025-06-11,Boleto,Concluída
1795,204,18,2025-07-10,Cartão,Concluída
1796,714,9,2025-01-15,Cartão,Concluída
1797,418,12,2025-09-22,Transferência,Concluída
1798,803,19,2025-11-14,Boleto,Concluída
1799,777,19,2025-05-26,Pix,Concluída
1800,495,18,2025-02-26,Boleto,Concluída
1801,903,15,2025-09-01,Transferência,Concluída
1802,330,15,2025-12-02,Boleto,Concluída
1803,541,16,2025-06-21,Transferência,Concluída
1804,555,4,2025-03-23,Cartão,Concluída
1805,260,12,2025-11-03,Boleto,Concluída
1806,422,17,2025-08-17,Boleto,Concluída
1807,525,7,2025-01-06,Boleto,Concluída
1808,568,17,2025-05-06,Transferência,Concluída
1809,911,2,2025-10-10,Boleto,Concluída
1810,921,5,2025-11-07,Transferência,Concluída
1811,814,2,2025-04-03,Transferência,Concluída
1812,944,11,2025-01-03,Boleto,Concluída
1813,931,2,2025-06-04,Pix,Concluída
1814,984,12,2025-06-02,Boleto,Concluída
1815,384,3,2025-10-02,Transferência,Concluída
1816,601,12,2025-02-20,Boleto,Concluída
1817,43,8,2025-01-28,Pix,Concluída
1818,755,1,2025-09-19,Cartão,Concluída
1819,715,7,2025-07-08,Pix,Concluída
1820,795,11,2025-06-03,Transferência,Concluída
1821,40,1,2025-09-10,Boleto,Concluída
1822,695,19,2025-06-24,Transferência,Concluída
1823,924,1,2025-03-28,Transferência,Devolvida
1824,290,12,2025-02-27,Cartão,Concluída
1825,345,12,2025-08-11,Pix,Concluída
1826,823,19,2025-02-16,Transferência,Concluída
1827,933,11,2025-12-15,Boleto,Concluída
1828,631,8,2025-02-05,Transferência,Concluída
1829,91,2,2025-07-08,Cartão,Concluída
1830,3,8,2025-10-06,Transferência,Concluída
1831,307,17,2025-12-25,Cartão,Concluída
1832,664,18,2025-04-10,Cartão,Devolvida
1833,398,17,2025-08-17,Pix,Concluída
1834,670,5,2025-04-11,Boleto,Concluída
1835,598,1,2025-10-12,Transferência,Concluída
1836,810,5,2025-05-05,Cartão,Concluída
1837,730,3,2025-04-15,Transferência,Concluída
1838,409,12,2025-08-24,Transferência,Concluída
1839,421,4,2025-05-11,Boleto,Concluída
1840,442,15,2025-05-09,Pix,Concluída
1841,242,8,2025-06-12,Boleto,Concluída
1842,935,6,2025-04-06,Transferência,Concluída
1843,518,20,2025-02-09,Transferência,Cancelada
1844,542,9,2025-06-28,Boleto,Concluída
1845,7,16,2025-09-03,Boleto,Cancelada
1846,770,5,2025-03-13,Transferência,Concluída
1847,360,13,2025-01-23,Cartão,Concluída
1848,465,11,2025-06-19,Cartão,Concluída
1849,940,14,2025-10-09,Pix,Concluída
1850,374,7,2025-10-22,Cartão,Concluída
1851,597,11,2025-02-11,Boleto,Concluída
1852,757,4,2025-10-21,Cartão,Concluída
1853,67,11,2025-12-30,Pix,Concluída
1854,324,16,2025-12-29,Boleto,Devolvida
1855,34,5,2025-02-19,Pix,Concluída
1856,643,19,2025-08-29,Transferência,Concluída
1857,914,19,2025-02-12,Transferência,Devolvida
1858,848,5,2025-06-21,Cartão,Concluída
1859,902,11,2025-08-06,Cartão,Concluída
1860,621,8,2025-08-12,Pix,Concluída
1861,508,2,2025-02-13,Transferência,Concluída
1862,753,20,2025-07-25,Transferência,Concluída
1863,985,20,2025-07-05,Pix,Concluída
1864,273,17,2025-08-02,Transferência,Concluída
1865,461,10,2025-09-13,Cartão,Concluída
1866,149,2,2025-02-11,Cartão,Concluída
1867,592,4,2025-03-18,Transferência,Concluída
1868,590,7,2025-04-18,Cartão,Concluída
1869,571,7,2025-01-21,Transferência,Concluída
1870,606,19,2025-04-11,Boleto,Concluída
1871,131,5,2025-10-24,Pix,Concluída
1872,710,16,2025-09-05,Pix,Devolvida
1873,922,15,2025-03-22,Boleto,Concluída
1874,333,1,2025-07-24,Boleto,Concluída
1875,499,19,2025-08-31,Cartão,Concluída
1876,657,4,2025-04-20,Cartão,Concluída
1877,470,12,2025-07-22,Pix,Concluída
1878,257,13,2025-11-15,Cartão,Concluída
1879,303,8,2025-05-22,Transferência,Concluída
1880,702,2,2025-12-05,Transferência,Concluída
1881,79,2,2025-08-15,Boleto,Concluída
1882,648,3,2025-04-01,Cartão,Concluída
1883,346,14,2025-05-10,Pix,Concluída
1884,628,4,2025-12-08,Transferência,Concluída
1885,292,1,2025-02-13,Boleto,Concluída
1886,53,20,2025-09-17,Boleto,Concluída
1887,254,13,2025-08-23,Boleto,Concluída
1888,368,13,2025-10-01,Cartão,Devolvida
1889,753,9,2025-07-22,Transferência,Concluída
1890,486,13,2025-01-16,Cartão,Concluída
1891,813,10,2025-12-19,Pix,Concluída
